날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,"최종확정
2023-06-09,21,14,0.0507,0.0201,0.41,0.0025,Y
2023-06-08,16,11,0.0371,0.0152,0.40,0.0025,Y
2023-06-07,29,19,0.0471,0.0166,0.42,0.0024,Y
2023-06-06,15,9,0.0550,0.0089,0.28,0.0024,Y
2023-06-05,23,14,0.0477,0.0166,0.35,0.0028,Y
2023-06-04,29,17,0.0662,0.0110,0.39,0.0029,Y
2023-06-03,25,12,0.0453,0.0140,0.35,0.0027,Y
2023-06-02,24,14,0.0411,0.0139,0.35,0.0023,Y
2023-06-01,30,19,0.0467,0.0173,0.39,0.0026,Y
2023-05-31,22,13,0.0405,0.0181,0.35,0.0026,Y
2023-05-30,29,18,0.0268,0.0197,0.41,0.0027,Y
2023-05-29,11,6,0.0194,0.0184,0.37,0.0025,Y
2023-05-28,6,4,0.0152,0.0155,0.32,0.0023,Y
2023-05-27,23,14,0.0213,0.0243,0.42,0.0027,Y
2023-05-26,27,12,0.0513,0.0170,0.33,0.0030,Y
2023-05-25,28,13,0.0521,0.0174,0.35,0.0030,Y
2023-05-24,34,15,0.0388,0.0290,0.42,0.0037,Y
2023-05-23,51,13,0.0366,0.0174,0.32,0.0027,Y
2023-05-22,111,27,0.0368,0.0164,0.39,0.0028,Y
2023-05-21,64,21,0.0446,0.0095,0.36,0.0026,Y
2023-05-20,20,13,0.0411,0.0162,0.36,0.0028,Y
2023-05-19,20,13,0.0396,0.0153,0.34,0.0026,Y
2023-05-18,31,19,0.0324,0.0157,0.35,0.0026,Y
2023-05-17,29,16,0.0408,0.0162,0.36,0.0029,Y
2023-05-16,50,33,0.0690,0.0254,0.48,0.0035,Y
2023-05-15,31,21,0.0538,0.0214,0.40,0.0031,Y
2023-05-14,18,12,0.0486,0.0140,0.33,0.0029,Y
2023-05-13,37,27,0.0526,0.0154,0.40,0.0032,Y
2023-05-12,48,31,0.0404,0.0335,0.51,0.0048,Y
2023-05-11,43,25,0.0525,0.0258,0.48,0.0048,Y
2023-05-10,48,31,0.0453,0.0294,0.50,0.0044,Y
2023-05-09,44,28,0.0427,0.0315,0.49,0.0036,Y
2023-05-08,30,22,0.0291,0.0276,0.42,0.0027,Y
2023-05-07,28,24,0.0360,0.0154,0.34,0.0022,Y
2023-05-06,15,8,0.0344,0.0111,0.33,0.0021,Y
2023-05-05,9,5,0.0166,0.0139,0.33,0.0023,Y
2023-05-04,37,21,0.0447,0.0197,0.37,0.0027,Y
2023-05-03,32,17,0.0423,0.0244,0.40,0.0033,Y
2023-05-02,26,12,0.0356,0.0283,0.39,0.0030,Y
2023-05-01,36,15,0.0428,0.0146,0.35,0.0028,Y
2023-04-30,32,12,0.0450,0.0120,0.30,0.0030,Y
2023-04-29,23,11,0.0320,0.0150,0.40,0.0020,Y
2023-04-28,30,16,0.0350,0.0290,0.50,0.0030,Y
2023-04-27,30,20,0.0270,0.0280,0.50,0.0030,Y
2023-04-26,21,12,0.0360,0.0130,0.30,0.0020,Y
2023-04-25,29,15,0.0280,0.0220,0.40,0.0030,Y
2023-04-24,43,16,0.0390,0.0160,0.40,0.0030,Y
2023-04-23,43,14,0.0350,0.0150,0.30,0.0030,Y
2023-04-22,45,11,0.0350,0.0150,0.30,0.0020,Y
2023-04-21,43,13,0.0360,0.0110,0.30,0.0030,Y
2023-04-20,19,13,0.0250,0.0160,0.40,0.0020,Y
2023-04-19,32,19,0.0380,0.0240,0.50,0.0030,Y
2023-04-18,40,18,0.0290,0.0230,0.50,0.0020,Y
2023-04-17,88,25,0.0370,0.0230,0.40,0.0030,Y
2023-04-16,92,27,0.0410,0.0140,0.40,0.0020,Y
2023-04-15,52,18,0.0340,0.0210,0.40,0.0020,Y
2023-04-14,79,16,0.0350,0.0300,0.40,0.0040,Y
2023-04-13,167,23,0.0160,0.0370,0.50,0.0040,Y
2023-04-12,234,24,0.0270,0.0230,0.40,0.0020,Y
2023-04-11,57,17,0.0360,0.0190,0.40,0.0030,Y
2023-04-10,40,18,0.0410,0.0260,0.50,0.0030,Y
2023-04-09,50,14,0.0370,0.0210,0.40,0.0030,Y
2023-04-08,33,6,0.0370,0.0150,0.30,0.0030,Y
2023-04-07,69,42,0.0380,0.0210,0.50,0.0030,Y
2023-04-06,59,56,0.0350,0.0210,0.70,0.0020,Y
2023-04-05,16,12,0.0320,0.0210,0.40,0.0030,Y
2023-04-04,35,20,0.0470,0.0230,0.40,0.0030,Y
2023-04-03,43,33,0.0510,0.0280,0.40,0.0040,Y
2023-04-02,44,31,0.0440,0.0290,0.50,0.0030,Y
2023-04-01,76,46,0.0490,0.0430,0.60,0.0040,Y
2023-03-31,88,46,0.0580,0.0390,0.60,0.0040,Y
2023-03-30,76,42,0.0530,0.0400,0.60,0.0040,Y
2023-03-29,72,39,0.0430,0.0360,0.60,0.0040,Y
2023-03-28,60,29,0.0400,0.0320,0.50,0.0030,Y
2023-03-27,42,20,0.0530,0.0180,0.40,0.0030,Y
2023-03-26,53,14,0.0520,0.0090,0.30,0.0030,Y
2023-03-25,89,24,0.0400,0.0200,0.40,0.0030,Y
2023-03-24,120,22,0.0330,0.0240,0.40,0.0030,Y
2023-03-23,97,26,0.0420,0.0230,0.50,0.0030,Y
2023-03-22,55,34,0.0390,0.0440,0.70,0.0040,Y
2023-03-21,52,35,0.0380,0.0460,0.60,0.0030,Y
2023-03-20,84,67,0.0260,0.0460,0.80,0.0030,Y
2023-03-19,91,66,0.0420,0.0270,0.70,0.0040,Y
2023-03-18,53,29,0.0400,0.0180,0.50,0.0030,Y
2023-03-17,37,15,0.0280,0.0250,0.40,0.0030,Y
2023-03-16,52,10,0.0360,0.0150,0.30,0.0030,Y
2023-03-15,42,11,0.0300,0.0250,0.40,0.0030,Y
2023-03-14,36,10,0.0360,0.0230,0.40,0.0030,Y
2023-03-13,28,8,0.0360,0.0150,0.30,0.0030,Y
2023-03-12,49,25,0.0510,0.0110,0.40,0.0030,Y
2023-03-11,91,55,0.0480,0.0340,0.70,0.0040,Y
2023-03-10,89,60,0.0300,0.0390,0.70,0.0030,Y
2023-03-09,62,46,0.0320,0.0330,0.60,0.0030,Y
2023-03-08,59,31,0.0390,0.0340,0.60,0.0030,Y
2023-03-07,57,34,0.0360,0.0400,0.60,0.0040,Y
2023-03-06,50,35,0.0380,0.0410,0.60,0.0040,Y
2023-03-05,67,51,0.0330,0.0370,0.60,0.0030,Y
2023-03-04,66,44,0.0300,0.0330,0.60,0.0030,Y
2023-03-03,36,18,0.0260,0.0290,0.50,0.0030,Y
2023-03-02,44,12,0.0350,0.0170,0.30,0.0030,Y
2023-03-01,32,22,0.0400,0.0180,0.40,0.0030,Y
2023-02-28,37,33,0.0220,0.0430,0.60,0.0030,Y
2023-02-27,48,42,0.0180,0.0480,0.70,0.0040,Y
2023-02-26,35,25,0.0340,0.0210,0.50,0.0030,Y
2023-02-25,36,23,0.0350,0.0140,0.40,0.0030,Y
2023-02-24,47,36,0.0370,0.0190,0.40,0.0030,Y
2023-02-23,39,30,0.0340,0.0230,0.40,0.0030,Y
2023-02-22,37,28,0.0250,0.0250,0.40,0.0030,Y
2023-02-21,23,16,0.028,0.026,0.5,0.003,Y
2023-02-20,25,15,0.039,0.012,0.4,0.003,Y
2023-02-19,37,30,0.027,0.027,0.5,0.004,Y
2023-02-18,42,32,0.007,0.053,0.7,0.004,Y
2023-02-17,31,22,0.027,0.019,0.4,0.003,Y
2023-02-16,27,21,0.032,0.011,0.4,0.003,Y
2023-02-15,33,25,0.032,0.013,0.4,0.003,Y
2023-02-14,40,32,0.023,0.034,0.6,0.004,Y
2023-02-13,54,39,0.025,0.035,0.6,0.004,Y
2023-02-12,86,71,0.024,0.043,0.7,0.004,Y
2023-02-11,85,71,0.019,0.056,0.9,0.005,Y
2023-02-10,44,33,0.024,0.037,0.6,0.004,Y
2023-02-09,35,26,0.010,0.050,0.7,0.004,Y
2023-02-08,28,20,0.018,0.036,0.6,0.004,Y
2023-02-07,27,17,0.018,0.024,0.5,0.004,Y
2023-02-06,22,11,0.027,,0.4,0.003,Y
2023-02-05,27,10,0.031,,0.4,0.003,Y
2023-02-04,22,12,0.030,,0.4,0.003,Y
2023-02-03,22,15,0.028,0.023,0.4,0.003,Y
2023-02-02,31,23,0.030,0.016,0.4,0.003,Y
2023-02-01,46,36,0.034,0.015,0.5,0.003,Y
2023-01-31,32,21,0.023,0.027,0.5,0.004,Y
2023-01-30,32,19,0.026,0.020,0.5,0.004,Y
2023-01-29,29,17,0.027,0.016,0.4,0.004,Y
2023-01-28,34,21,0.026,0.020,0.5,0.003,Y
2023-01-27,61,43,0.022,0.030,0.6,0.004,Y
2023-01-26,60,44,0.021,0.032,0.7,0.004,Y
2023-01-25,30,22,0.016,0.036,0.6,0.004,Y
2023-01-24,23,16,0.022,0.034,0.5,0.004,Y
2023-01-23,64,51,0.017,0.043,0.8,0.005,Y
2023-01-22,51,42,0.004,0.058,0.9,0.005,Y
2023-01-21,36,28,0.008,0.049,0.7,0.004,Y
2023-01-20,39,30,0.015,0.035,0.6,0.003,Y
2023-01-19,47,37,0.010,0.041,0.7,0.004,Y
2023-01-18,35,22,0.017,0.024,0.5,0.004,Y
2023-01-17,24,15,0.017,0.023,0.5,0.003,Y
2023-01-16,41,27,0.019,0.022,0.5,0.004,N
2023-01-15,46,31,0.001,0.055,0.8,0.005,N
2023-01-14,30,17,0.009,0.033,0.5,0.004,N
2023-01-13,31,14,0.02,0.015,0.4,0.003,N
2023-01-12,27,19,0.017,0.02,0.4,0.003,N
2023-01-11,29,20,0.021,0.014,0.4,0.003,N
2023-01-10,86,72,0.009,0.053,1,0.004,N
2023-01-09,107,54,0.0083,0.0482,0.82,0.0036,N
2023-01-08,133,60,0.0130,0.0411,0.80,0.0033,N
2023-01-07,123,98,0.0272,0.0321,0.90,0.0036,N
2023-01-06,77,69,0.0115,0.0545,0.92,0.0042,N
2023-01-05,48,42,0.0085,0.0558,0.89,0.0038,N
2023-01-04,35,29,0.0168,0.0433,0.68,0.0035,N
2023-01-03,28,20,0.0182,0.0309,0.54,0.0032,N
2023-01-02,23,14,0.0265,0.0190,0.43,0.0031,N
2023-01-01,54,46,0.0262,0.0233,0.62,0.0038,N
2022-12-31,49,45,0.011,0.052,0.9,0.004,N
2022-12-30,37,32,0.023,0.034,0.6,0.003,N
2022-12-29,28,22,0.019,0.032,0.5,0.004,N
2022-12-28,32,24,0.026,0.026,0.5,0.003,N
2022-12-27,47,42,0.013,0.048,0.8,0.004,N
2022-12-26,46,41,0.012,0.049,0.8,0.003,N
2022-12-25,39,35,0.020,0.034,0.7,0.003,N
2022-12-24,29,25,0.019,0.027,0.5,0.003,N
2022-12-23,18,13,0.036,0.010,0.3,0.002,N
2022-12-22,27,16,0.032,0.012,0.4,0.003,N
2022-12-21,45,35,0.013,0.035,0.6,0.003,N
2022-12-20,34,28,0.011,0.041,0.6,0.003,N
2022-12-19,21,15,0.020,0.026,0.5,0.003,N
2022-12-18,18,9,0.032,0.008,0.3,0.003,N
2022-12-17,23,16,0.027,0.015,0.4,0.003,N
2022-12-16,29,20,0.020,0.022,0.5,0.003,N
2022-12-15,35,25,0.011,0.032,0.5,0.003,N
2022-12-14,46,11,0.027,0.011,0.3,0.003,N
2022-12-13,186,32,0.025,0.017,0.4,0.003,N
2022-12-12,31,22,0.007,0.044,0.7,0.004,N
2022-12-11,39,26,0.019,0.028,0.6,0.004,N
2022-12-10,34,21,0.012,0.039,0.6,0.004,N
2022-12-09,41,27,0.013,0.042,0.6,0.004,N
2022-12-08,25,10,0.011,0.040,0.6,0.003,N
2022-12-07,31,14,0.019,0.028,0.5,0.003,N
2022-12-06,26,16,0.012,0.038,0.6,0.004,N
2022-12-05,20,12,0.026,0.021,0.4,0.003,N
2022-12-04,16,7,0.035,0.010,0.3,0.003,N
2022-12-03,35,25,0.014,0.029,0.5,0.003,N
2022-12-02,22,12,0.017,0.031,0.5,0.003,N
2022-12-01,22,10,0.027,0.013,0.4,0.003,N
2022-11-30,24,7,0.029,0.008,0.3,0.003,N
2022-11-29,18,10,0.025,0.013,0.4,0.003,N
2022-11-28,27,15,0.008,0.041,0.6,0.003,N
2022-11-27,19,10,0.018,0.025,0.5,0.003,N
2022-11-26,55,19,0.031,0.012,0.4,0.003,Y
2022-11-25,56,38,0.023,0.034,0.6,0.004,Y
2022-11-24,48,31,0.014,0.038,0.6,0.003,Y
2022-11-23,39,27,0.019,0.027,0.5,0.003,Y
2022-11-22,55,39,0.013,0.037,0.6,0.003,Y
2022-11-21,36,26,0.018,0.04,0.6,0.004,Y
2022-11-20,26,17,0.023,0.033,0.5,0.003,Y
2022-11-19,30,20,0.019,0.039,0.5,0.003,Y
2022-11-18,43,30,0.012,0.044,0.7,0.003,Y
2022-11-17,37,23,0.012,0.043,0.6,0.003,Y
2022-11-16,31,22,0.016,0.03,0.6,0.003,Y
2022-11-15,28,19,0.017,0.029,0.5,0.003,Y
2022-11-14,22,16,0.016,0.021,0.5,0.003,Y
2022-11-13,18,12,0.018,0.012,0.5,0.003,Y
2022-11-12,47,36,0.016,0.044,0.6,0.003,Y
2022-11-11,52,38,0.026,0.041,0.7,0.003,Y
2022-11-10,79,64,0.022,0.042,0.7,0.003,Y
2022-11-09,71,55,0.02,0.041,0.7,0.003,Y
2022-11-08,49,35,0.021,0.036,0.6,0.003,Y
2022-11-07,33,21,0.017,0.041,0.6,0.004,Y
2022-11-06,26,15,0.019,0.033,0.5,0.003,Y
2022-11-05,27,13,0.018,0.028,0.5,0.003,Y
2022-11-04,25,9,0.026,0.011,0.3,0.003,Y
2022-11-03,29,14,0.016,0.027,0.5,0.003,Y
2022-11-02,29,14,0.016,0.03,0.5,0.003,Y
2022-11-01,46,31,0.035,0.021,0.5,0.002,Y
2022-10-31,26,16,0.025,0.026,0.4,0.002,Y
2022-10-30,24,17,0.026,0.025,0.5,0.002,Y
2022-10-29,25,17,0.022,0.029,0.5,0.002,Y
2022-10-28,39,24,0.02,0.033,0.5,0.003,Y
2022-10-27,27,15,0.02,0.032,0.5,0.002,Y
2022-10-26,16,8,0.015,0.03,0.4,0.002,Y
2022-10-25,15,8,0.018,0.024,0.4,0.002,Y
2022-10-24,24,11,0.028,0.013,0.3,0.002,Y
2022-10-23,33,19,0.035,0.01,0.4,0.002,Y
2022-10-22,38,27,0.029,0.03,0.5,0.003,Y
2022-10-21,50,34,0.028,0.04,0.6,0.003,Y
2022-10-20,34,18,0.029,0.034,0.5,0.002,Y
2022-10-19,22,10,0.019,0.025,0.4,0.002,Y
2022-10-18,22,9,0.022,0.012,0.3,0.002,Y
2022-10-17,26,10,0.024,0.009,0.3,0.002,Y
2022-10-16,33,23,0.019,0.025,0.5,0.002,Y
2022-10-15,29,18,0.023,0.028,0.5,0.002,Y
2022-10-14,24,13,0.018,0.031,0.5,0.002,Y
2022-10-13,20,11,0.02,0.033,0.5,0.002,Y
2022-10-12,21,13,0.017,0.032,0.5,0.002,Y
2022-10-11,14,8,0.022,0.014,0.3,0.002,Y
2022-10-10,7,3,0.03,0.008,0.3,0.002,Y
2022-10-09,9,5,0.025,0.016,0.3,0.002,Y
2022-10-08,9,5,0.023,0.018,0.3,0.002,Y
2022-10-07,10,4,0.02,0.012,0.3,0.002,Y
2022-10-06,8,3,0.014,0.014,0.3,0.002,Y
2022-10-05,16,8,0.018,0.015,0.3,0.002,Y
2022-10-04,14,7,0.021,0.01,0.4,0.002,Y
2022-10-03,16,11,0.018,0.019,0.4,0.002,Y
2022-10-02,30,22,0.033,0.023,0.5,0.002,Y
2022-10-01,45,32,0.048,0.033,0.5,0.002,Y
2022-09-30,45,33,0.048,0.031,0.6,0.002,Y
2022-09-29,60,46,0.052,0.028,0.6,0.002,Y
2022-09-28,34,22,0.03,0.035,0.5,0.002,Y
2022-09-27,25,13,0.026,0.033,0.5,0.002,Y
2022-09-26,22,11,0.034,0.025,0.4,0.002,Y
2022-09-25,18,9,0.037,0.019,0.4,0.002,Y
2022-09-24,15,5,0.037,0.011,0.4,0.002,Y
2022-09-23,21,7,0.031,0.021,0.4,0.002,Y
2022-09-22,20,9,0.036,0.024,0.4,0.002,Y
2022-09-21,26,11,0.032,0.025,0.4,0.002,Y
2022-09-20,22,6,0.038,0.014,0.3,0.003,Y
2022-09-19,8,5,0.030,0.008,0.3,0.002,Y
2022-09-18,18,12,0.024,0.013,0.3,0.002,Y
2022-09-17,19,14,0.027,0.017,0.4,0.002,Y
2022-09-16,24,13,0.020,0.023,0.4,0.002,Y
2022-09-15,19,10,0.029,0.021,0.4,0.002,Y
2022-09-14,17,9,0.033,0.017,0.3,0.002,Y
2022-09-13,18,11,0.020,0.018,0.3,0.002,Y
2022-09-12,19,12,0.030,0.014,0.3,0.002,Y
2022-09-11,18,11,0.033,0.012,0.3,0.002,Y
2022-09-10,9,5,0.036,0.011,0.3,0.002,Y
2022-09-09,15,9,0.029,0.017,0.4,0.002,Y
2022-09-08,25,13,0.038,0.027,0.5,0.002,Y
2022-09-07,26,12,0.043,0.024,0.4,0.002,Y
2022-09-06,10,5,0.047,0.014,0.3,0.002,Y
2022-09-05,3,1,0.044,0.012,0.3,0.002,Y
2022-09-04,8,5,0.019,0.016,0.3,0.002,Y
2022-09-03,12,4,0.031,0.014,0.3,0.002,Y
2022-09-02,14,7,0.025,0.019,0.3,0.002,Y
2022-09-01,15,8,0.024,0.022,0.4,0.002,Y
2022-08-31,6,3,0.022,0.017,0.3,0.002,Y
2022-08-30,6,4,0.017,0.020,0.3,0.002,Y
2022-08-29,12,7,0.018,0.024,0.4,0.002,Y
2022-08-28,15,8,0.032,0.016,0.3,0.002,Y
2022-08-27,15,9,0.040,0.009,0.3,0.003,Y
2022-08-26,28,21,0.059,0.018,0.4,0.003,Y
2022-08-25,14,7,0.021,0.021,0.4,0.003,Y
2022-08-24,16,9,0.027,0.020,0.4,0.003,Y
2022-08-23,14,9,0.038,0.015,0.3,0.003,Y
2022-08-22,21,15,0.039,0.021,0.4,0.004,Y
2022-08-21,22,17,0.047,0.013,0.4,0.003,Y
2022-08-20,22,15,0.047,0.011,0.4,0.003,Y
2022-08-19,24,15,0.027,0.024,0.5,0.003,Y
2022-08-18,19,14,0.040,0.022,0.4,0.003,Y
2022-08-17,20,14,0.041,0.023,0.5,0.003,Y
2022-08-16,20,13,0.044,0.017,0.4,0.003,Y
2022-08-15,27,13,0.024,0.012,0.3,0.003,Y
2022-08-14,20,15,0.034,0.015,0.4,0.003,Y
2022-08-13,24,19,0.021,0.032,0.5,0.004,Y
2022-08-12,20,13,0.049,0.019,0.4,0.003,Y
2022-08-11,11,9,0.031,0.024,0.4,0.003,Y
2022-08-10,12,9,0.035,0.025,0.4,0.003,Y
2022-08-09,9,6,0.024,0.021,0.3,0.003,Y
2022-08-08,22,12,0.029,0.019,0.3,0.003,Y
2022-08-07,29,21,0.028,0.014,0.2,0.003,Y
2022-08-06,35,26,0.036,0.017,0.2,0.003,Y
2022-08-05,18,11,0.021,0.017,0.2,0.003,Y
2022-08-04,16,11,0.025,0.014,0.2,0.003,Y
2022-08-03,24,22,0.028,0.017,0.2,0.003,Y
2022-08-02,13,7,0.013,0.015,0.2,0.003,Y
2022-08-01,14,10,0.013,0.015,0.3,0.003,Y
2022-07-31,11,7,0.011,0.011,0.3,0.003,Y
2022-07-30,17,12,0.025,0.015,0.3,0.003,Y
2022-07-29,20,17,0.039,0.017,0.4,0.003,Y
2022-07-28,23,19,0.040,0.020,0.4,0.003,Y
2022-07-27,30,24,0.039,0.025,0.5,0.003,Y
2022-07-26,28,22,0.057,0.019,0.4,0.003,Y
2022-07-25,16,9,0.028,0.013,0.3,0.003,Y
2022-07-24,15,12,0.041,0.011,0.4,0.003,Y
2022-07-23,37,29,0.036,0.02,0.5,0.003,Y
2022-07-22,23,18,0.047,0.012,0.4,0.003,Y
2022-07-21,10,8,0.044,0.01,0.3,0.003,Y
2022-07-20,29,23,0.052,0.016,0.4,0.003,Y
2022-07-19,28,23,0.054,0.016,0.4,0.003,Y
2022-07-18,23,18,0.045,0.02,0.5,0.003,Y
2022-07-17,22,17,0.042,0.015,0.4,0.003,Y
2022-07-16,26,21,0.043,0.021,0.4,0.003,Y
2022-07-15,21,15,0.041,0.017,0.4,0.003,Y
2022-07-14,11,7,0.034,0.014,0.4,0.003,Y
2022-07-13,16,11,0.017,0.024,0.4,0.003,Y
2022-07-12,11,6,0.029,0.019,0.4,0.003,Y
2022-07-11,22,17,0.042,0.02,0.4,0.003,Y
2022-07-10,36,31,0.062,0.019,0.5,0.004,Y
2022-07-09,19,16,0.042,0.012,0.4,0.003,Y
2022-07-08,23,17,0.041,0.016,0.3,0.003,Y
2022-07-07,20,12,0.019,0.02,0.2,0.003,Y
2022-07-06,27,22,0.035,0.022,0.3,0.003,Y
2022-07-05,30,25,0.044,0.023,0.3,0.003,Y
2022-07-04,31,27,0.031,0.019,0.3,0.003,Y
2022-07-03,32,27,0.046,0.012,0.3,0.004,Y
2022-07-02,26,16,0.038,0.016,0.3,0.004,Y
2022-07-01,15,7,0.011,0.022,0.3,0.003,Y
2022-06-30,5,4,0.027,0.024,0.3,0.003,Y
2022-06-29,14,6,0.011,0.014,0.3,0.003,Y
2022-06-28,17,6,0.01,0.012,0.3,0.003,Y
2022-06-27,12,5,0.006,0.015,0.3,0.003,Y
2022-06-26,23,14,0.028,0.012,0.3,0.003,Y
2022-06-25,44,33,0.063,0.013,0.5,0.003,Y
2022-06-24,20,14,0.039,0.016,0.4,0.003,Y
2022-06-23,28,19,0.023,0.029,0.4,0.003,Y
2022-06-22,21,13,0.037,0.021,0.3,0.003,Y
2022-06-21,19,12,0.033,0.018,0.3,0.003,Y
2022-06-20,21,14,0.036,0.016,0.3,0.003,Y
2022-06-19,22,14,0.029,0.013,0.3,0.003,Y
2022-06-18,18,11,0.023,0.016,0.3,0.003,Y
2022-06-17,27,19,0.029,0.026,0.4,0.003,Y
2022-06-16,12,8,0.025,0.018,0.3,0.003,Y
2022-06-15,10,6,0.022,0.016,0.3,0.003,Y
2022-06-14,10,5,0.029,0.012,0.3,0.003,Y
2022-06-13,20,15,0.037,0.015,0.4,0.003,Y
2022-06-12,19,14,0.056,0.012,0.3,0.003,Y
2022-06-11,17,12,0.044,0.014,0.3,0.003,Y
2022-06-10,21,16,0.03,0.022,0.4,0.003,Y
2022-06-09,20,13,0.031,0.017,0.3,0.003,Y
2022-06-08,12,8,0.037,0.014,0.3,0.003,Y
2022-06-07,5,2,0.032,0.011,0.3,0.003,Y
2022-06-06,5,3,0.032,0.008,0.3,0.003,Y
2022-06-05,21,15,0.051,0.014,0.3,0.003,Y
2022-06-04,30,20,0.052,0.022,0.4,0.003,Y
2022-06-03,30,21,0.066,0.02,0.5,0.003,Y
2022-06-02,22,14,0.051,0.016,0.3,0.004,Y
2022-06-01,20,9,0.047,0.02,0.4,0.004,Y
2022-05-31,21,8,0.041,0.021,0.3,0.003,Y
2022-05-30,21,16,0.043,0.013,0.4,0.003,Y
2022-05-29,27,22,0.066,0.011,0.4,0.003,Y
2022-05-28,28,19,0.055,0.022,0.4,0.005,Y

